,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
Marvel Studios Fanfare___Geek Music,0.491,0.326,0.0,-15.147,1.0,0.033,0.571,0.94,0.247,0.236,116.914,audio_features,5h7gTOozHXd9T8zUAdG74s,spotify:track:5h7gTOozHXd9T8zUAdG74s,https://api.spotify.com/v1/tracks/5h7gTOozHXd9T8zUAdG74s,https://api.spotify.com/v1/audio-analysis/5h7gTOozHXd9T8zUAdG74s,83333.0,3.0,Marvel Studios Fanfare,7vqGPLTGiLzywpNRmnlriw
Crossing My Heart___Aubrey Miller,0.675,0.613,1.0,-6.098,0.0,0.053,0.0392,0.0,0.05,0.394,90.033,audio_features,7wowFX8VQiCKCOUlNHlMN6,spotify:track:7wowFX8VQiCKCOUlNHlMN6,https://api.spotify.com/v1/tracks/7wowFX8VQiCKCOUlNHlMN6,https://api.spotify.com/v1/audio-analysis/7wowFX8VQiCKCOUlNHlMN6,189231.0,4.0,Crossing My Heart,7veCDG8dmfhApZlto5gdAf
Night Changes___One Direction,0.672,0.52,8.0,-7.747,1.0,0.0353,0.859,0.0,0.115,0.37,120.001,audio_features,5O2P9iiztwhomNh8xkR9lJ,spotify:track:5O2P9iiztwhomNh8xkR9lJ,https://api.spotify.com/v1/tracks/5O2P9iiztwhomNh8xkR9lJ,https://api.spotify.com/v1/audio-analysis/5O2P9iiztwhomNh8xkR9lJ,226600.0,4.0,FOUR (Deluxe),4gCNyS7pidfK3rKWhB3JOY
Save Your Tears (Remix) (with Ariana Grande) - Bonus Track___The Weeknd,0.65,0.825,0.0,-4.645,1.0,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,audio_features,1oFAF1hdPOickyHgbuRjyX,spotify:track:1oFAF1hdPOickyHgbuRjyX,https://api.spotify.com/v1/tracks/1oFAF1hdPOickyHgbuRjyX,https://api.spotify.com/v1/audio-analysis/1oFAF1hdPOickyHgbuRjyX,191014.0,4.0,After Hours (Deluxe),4ZyeHIgdujClXSjC2cSqSb
Ghungroo___Arijit Singh,0.695,0.727,6.0,-6.274,0.0,0.0323,0.0744,0.000175,0.533,0.864,118.034,audio_features,6XEYddGyGfknrf4I2oN9kW,spotify:track:6XEYddGyGfknrf4I2oN9kW,https://api.spotify.com/v1/tracks/6XEYddGyGfknrf4I2oN9kW,https://api.spotify.com/v1/audio-analysis/6XEYddGyGfknrf4I2oN9kW,302935.0,4.0,War,7kV7K2iXRbYbDUE0zB7IkA
"How Tech Burner Started, Team’s secret stories, Overlays | Burner Podcast #4___Burner Podcast",0.798,0.978,7.0,-4.323,1.0,0.07,0.025,0.629,0.167,0.801,126.05,audio_features,4eD02ae441W9cFnRahfJG8,spotify:track:4eD02ae441W9cFnRahfJG8,https://api.spotify.com/v1/tracks/4eD02ae441W9cFnRahfJG8,https://api.spotify.com/v1/audio-analysis/4eD02ae441W9cFnRahfJG8,249547.0,4.0,Burner,5PMT6HNrpMoR2cJLLdrkGU
good 4 u___Olivia Rodrigo,0.563,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.688,166.928,audio_features,4ZtFanR9U6ndgddUvNcjcG,spotify:track:4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/tracks/4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/audio-analysis/4ZtFanR9U6ndgddUvNcjcG,178147.0,4.0,SOUR,6s84u2TUpR3wdUv4NgKA2j
"Main Theme (From ""The Dark Knight Rises"")___Hans Zimmer",0.43,0.417,2.0,-12.894,0.0,0.0399,0.716,0.574,0.246,0.295,99.713,audio_features,2uZg4Dg2zshOJTyKa22ixE,spotify:track:2uZg4Dg2zshOJTyKa22ixE,https://api.spotify.com/v1/tracks/2uZg4Dg2zshOJTyKa22ixE,https://api.spotify.com/v1/audio-analysis/2uZg4Dg2zshOJTyKa22ixE,261947.0,4.0,Hans Zimmer - The Classics,1SCyi9a5pOasikidToUY5y
Like a Dog Chasing Cars___Hans Zimmer,0.507,0.488,8.0,-15.063,1.0,0.0449,0.192,0.76,0.111,0.0369,103.023,audio_features,3j9WvPrVhZuH8AmTeVakfR,spotify:track:3j9WvPrVhZuH8AmTeVakfR,https://api.spotify.com/v1/tracks/3j9WvPrVhZuH8AmTeVakfR,https://api.spotify.com/v1/audio-analysis/3j9WvPrVhZuH8AmTeVakfR,302533.0,4.0,The Dark Knight (Original Motion Picture Soundtrack),63uFfOZpC7jrV7wfuBY2lX
Happier Than Ever - Edit___Billie Eilish,0.334,0.599,0.0,-5.742,1.0,0.0365,0.0468,0.000392,0.205,0.127,161.74,audio_features,32BeYxKPrig1LefHsC0Xuo,spotify:track:32BeYxKPrig1LefHsC0Xuo,https://api.spotify.com/v1/tracks/32BeYxKPrig1LefHsC0Xuo,https://api.spotify.com/v1/audio-analysis/32BeYxKPrig1LefHsC0Xuo,151444.0,3.0,Happier Than Ever (Edit),2kzPJWrTjVKEYWWhowXLnz
Arab Trap: Made in Egypt___DJ KABOO,0.734,0.882,0.0,-4.973,1.0,0.0467,0.00365,0.88,0.0955,0.755,139.906,audio_features,2DBU3G7bYWcLKxKNtsXJ5h,spotify:track:2DBU3G7bYWcLKxKNtsXJ5h,https://api.spotify.com/v1/tracks/2DBU3G7bYWcLKxKNtsXJ5h,https://api.spotify.com/v1/audio-analysis/2DBU3G7bYWcLKxKNtsXJ5h,154712.0,4.0,Arab Trap: Made in Egypt,2ZYdkTjXsKXajkPiwUTgQ7
Astronomia___Vicetone,0.653,0.945,5.0,-2.634,1.0,0.096,0.00561,0.915,0.439,0.326,126.093,audio_features,3hWfKBt3n7j1xqIy6LA5ve,spotify:track:3hWfKBt3n7j1xqIy6LA5ve,https://api.spotify.com/v1/tracks/3hWfKBt3n7j1xqIy6LA5ve,https://api.spotify.com/v1/audio-analysis/3hWfKBt3n7j1xqIy6LA5ve,198095.0,4.0,Astronomia,2GgIFRPmPzyqajQKFABMFL
the Conjuring___joseph bishara,0.233,0.0501,2.0,-15.489,1.0,0.0538,0.901,0.969,0.0915,0.0241,85.786,audio_features,7eIcp5Uw6w6Qd1iCmcTECM,spotify:track:7eIcp5Uw6w6Qd1iCmcTECM,https://api.spotify.com/v1/tracks/7eIcp5Uw6w6Qd1iCmcTECM,https://api.spotify.com/v1/audio-analysis/7eIcp5Uw6w6Qd1iCmcTECM,59467.0,3.0,The Conjuring (Original Motion Picture Soundtrack),5p6mALCoHd3Ugv10lKEQon
Making It Up As We Go Along___Kristen Anderson-Lopez,0.632,0.507,9.0,-4.179,1.0,0.0272,0.328,0.0,0.0832,0.211,119.861,audio_features,553Nw509Iu0IcU8z17kih3,spotify:track:553Nw509Iu0IcU8z17kih3,https://api.spotify.com/v1/tracks/553Nw509Iu0IcU8z17kih3,https://api.spotify.com/v1/audio-analysis/553Nw509Iu0IcU8z17kih3,102333.0,4.0,WandaVision: Episode 5 (Original Soundtrack),6eSgGEfhaA2Hq4mNQuVrYh
Opening Titles___Sasha Gordon,0.39,0.87,2.0,-9.744,1.0,0.0419,0.00108,0.755,0.0588,0.346,91.903,audio_features,3AHtiSNu2dnIKd5EAJPNSy,spotify:track:3AHtiSNu2dnIKd5EAJPNSy,https://api.spotify.com/v1/tracks/3AHtiSNu2dnIKd5EAJPNSy,https://api.spotify.com/v1/audio-analysis/3AHtiSNu2dnIKd5EAJPNSy,40213.0,3.0,Sherlock (Soundtrack from the TV series),7pnwVXDpAlgDhLS0B6FFBR
Cradles___Sub Urban,0.537,0.586,6.0,-1.864,1.0,0.314,0.265,7.04e-05,0.175,0.624,79.056,audio_features,47UFoOuvrkt4khE7c5aap6,spotify:track:47UFoOuvrkt4khE7c5aap6,https://api.spotify.com/v1/tracks/47UFoOuvrkt4khE7c5aap6,https://api.spotify.com/v1/audio-analysis/47UFoOuvrkt4khE7c5aap6,209829.0,4.0,Cradles,3sE4VuLsSVWjCnpDUXq7ia
Hot N Cold___Katy Perry,0.706,0.841,7.0,-3.956,1.0,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,audio_features,1TEjSXPdAakDotj2Wji3PU,spotify:track:1TEjSXPdAakDotj2Wji3PU,https://api.spotify.com/v1/tracks/1TEjSXPdAakDotj2Wji3PU,https://api.spotify.com/v1/audio-analysis/1TEjSXPdAakDotj2Wji3PU,220227.0,4.0,One Of The Boys,7rSjuY09uCzvMY4TlFsBD8
Vardaan___Ajey Nagar (CarryMinati),0.675,0.735,9.0,-10.894,0.0,0.381,0.136,0.0,0.152,0.139,95.0,audio_features,0MRg2bzlVhGQTi4ecu792k,spotify:track:0MRg2bzlVhGQTi4ecu792k,https://api.spotify.com/v1/tracks/0MRg2bzlVhGQTi4ecu792k,https://api.spotify.com/v1/audio-analysis/0MRg2bzlVhGQTi4ecu792k,202105.0,4.0,Vardaan,3bUkuIfrB6cOhuHr9R2Zvw
This Is Where We Come Alive___Portals,0.301,0.661,4.0,-7.379,0.0,0.0473,0.0935,0.0985,0.108,0.248,144.263,audio_features,5vPBC0ZnKTfg3MMQyEgxhC,spotify:track:5vPBC0ZnKTfg3MMQyEgxhC,https://api.spotify.com/v1/tracks/5vPBC0ZnKTfg3MMQyEgxhC,https://api.spotify.com/v1/audio-analysis/5vPBC0ZnKTfg3MMQyEgxhC,206335.0,4.0,This Is Where We Come Alive,5oMoGx6FNFnb6lb504nQIT
"New York, 2012___Natalie Holt",0.22,0.348,11.0,-17.103,1.0,0.0368,0.788,0.941,0.135,0.0381,59.046,audio_features,4SXNqRILvifNQVbAJsfqw1,spotify:track:4SXNqRILvifNQVbAJsfqw1,https://api.spotify.com/v1/tracks/4SXNqRILvifNQVbAJsfqw1,https://api.spotify.com/v1/audio-analysis/4SXNqRILvifNQVbAJsfqw1,90443.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
When You're Gone___Shawn Mendes,0.603,0.691,5.0,-5.805,1.0,0.0372,0.0248,0.0,0.583,0.577,147.148,audio_features,0U1W2LZVUX7qTm7dDpqxh6,spotify:track:0U1W2LZVUX7qTm7dDpqxh6,https://api.spotify.com/v1/tracks/0U1W2LZVUX7qTm7dDpqxh6,https://api.spotify.com/v1/audio-analysis/0U1W2LZVUX7qTm7dDpqxh6,172267.0,4.0,When You're Gone,4EGVr9mSwFPoqvDMkiahJp
"Doom Patrol Main Theme (From ""Doom Patrol"")___Geek Music",0.445,0.225,0.0,-12.24,1.0,0.0325,0.412,0.885,0.0804,0.113,139.941,audio_features,10PIhXOLfEezsWf8dB2d0p,spotify:track:10PIhXOLfEezsWf8dB2d0p,https://api.spotify.com/v1/tracks/10PIhXOLfEezsWf8dB2d0p,https://api.spotify.com/v1/audio-analysis/10PIhXOLfEezsWf8dB2d0p,72643.0,3.0,DC Superheroes Compilation Vol. Three,5yjZeBnd1wYgGlX8DuQHc1
Ready To Battle (Early Access)___PUBG: BATTLEGROUNDS,0.601,0.676,5.0,-15.31,1.0,0.0413,0.0061,0.684,0.121,0.542,89.969,audio_features,3sU6ojxrlnOtWluh9Qrdhq,spotify:track:3sU6ojxrlnOtWluh9Qrdhq,https://api.spotify.com/v1/tracks/3sU6ojxrlnOtWluh9Qrdhq,https://api.spotify.com/v1/audio-analysis/3sU6ojxrlnOtWluh9Qrdhq,117333.0,4.0,"Thank you, 5urvivors",3l5Gbu1lIgFAndzDpPGam8
Eleanor Rigby___The Beatles,0.521,0.301,4.0,-7.118,0.0,0.0356,0.836,0.0,0.398,0.621,137.382,audio_features,6EOKwO6WaLal58MSsi6U4W,spotify:track:6EOKwO6WaLal58MSsi6U4W,https://api.spotify.com/v1/tracks/6EOKwO6WaLal58MSsi6U4W,https://api.spotify.com/v1/audio-analysis/6EOKwO6WaLal58MSsi6U4W,125227.0,4.0,Yellow Submarine Songtrack,0XRZpF083HqgygM0v1hQyE
Gone___ROSÉ,0.647,0.377,6.0,-6.003,1.0,0.0375,0.594,0.0,0.0768,0.653,79.936,audio_features,2ayIgfvWo3SfYP2pVOr4pC,spotify:track:2ayIgfvWo3SfYP2pVOr4pC,https://api.spotify.com/v1/tracks/2ayIgfvWo3SfYP2pVOr4pC,https://api.spotify.com/v1/audio-analysis/2ayIgfvWo3SfYP2pVOr4pC,207164.0,4.0,R,52MYcZ4Hzvy9vJcPicjfHZ
"Roaring Thunder - From ""Marvel Rising: Playing with Fire""___Navia Robinson",0.589,0.692,4.0,-8.355,0.0,0.0642,0.0211,0.0,0.074,0.282,149.894,audio_features,3WQELxcNNc4BPJHxVAJIaE,spotify:track:3WQELxcNNc4BPJHxVAJIaE,https://api.spotify.com/v1/tracks/3WQELxcNNc4BPJHxVAJIaE,https://api.spotify.com/v1/audio-analysis/3WQELxcNNc4BPJHxVAJIaE,212000.0,4.0,"Roaring Thunder (From ""Marvel Rising: Playing with Fire"")",5m6SpsQaU2ZyZso4jR1oo3
Layla___Klaus Badelt,0.577,0.812,8.0,-4.801,1.0,0.0535,0.158,0.0,0.25,0.758,160.1,audio_features,4qVStkAhz8A61r7bfLqPvM,spotify:track:4qVStkAhz8A61r7bfLqPvM,https://api.spotify.com/v1/tracks/4qVStkAhz8A61r7bfLqPvM,https://api.spotify.com/v1/audio-analysis/4qVStkAhz8A61r7bfLqPvM,281856.0,3.0,Laila Majnu,7eupvEi38JBmRHhi532v82
Main Title___John Paesano,0.611,0.535,8.0,-12.07,1.0,0.0373,0.242,0.858,0.1,0.255,107.529,audio_features,4t20umh0eSuYstasrSl2HV,spotify:track:4t20umh0eSuYstasrSl2HV,https://api.spotify.com/v1/tracks/4t20umh0eSuYstasrSl2HV,https://api.spotify.com/v1/audio-analysis/4t20umh0eSuYstasrSl2HV,64947.0,4.0,Daredevil,3ieHHrjkP4K1BDyz2sp6Te
All Too Well (Taylor's Version)___Taylor Swift,0.44,0.528,0.0,-7.809,1.0,0.0317,0.0171,0.00203,0.234,0.132,185.972,audio_features,3nsfB1vus2qaloUdcBZvDu,spotify:track:3nsfB1vus2qaloUdcBZvDu,https://api.spotify.com/v1/tracks/3nsfB1vus2qaloUdcBZvDu,https://api.spotify.com/v1/audio-analysis/3nsfB1vus2qaloUdcBZvDu,329160.0,4.0,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9
An Unexpected Visitor___Danny Elfman,0.217,0.274,1.0,-14.703,1.0,0.0411,0.652,0.272,0.115,0.0374,87.996,audio_features,4aJzQnL7zLp1n74HvKKpkx,spotify:track:4aJzQnL7zLp1n74HvKKpkx,https://api.spotify.com/v1/tracks/4aJzQnL7zLp1n74HvKKpkx,https://api.spotify.com/v1/audio-analysis/4aJzQnL7zLp1n74HvKKpkx,32360.0,3.0,Doctor Strange in the Multiverse of Madness (Original Motion Picture Soundtrack),3QDzfMs8x9fkS8vYOKnhfM
People Watching___Conan Gray,0.53,0.593,5.0,-7.286,1.0,0.0545,0.385,0.0,0.314,0.538,125.723,audio_features,4JeOesjcWWlprTAvucDSJX,spotify:track:4JeOesjcWWlprTAvucDSJX,https://api.spotify.com/v1/tracks/4JeOesjcWWlprTAvucDSJX,https://api.spotify.com/v1/audio-analysis/4JeOesjcWWlprTAvucDSJX,158537.0,4.0,People Watching,03HTFr18vhLwCLFq6kWHIw
Miss Americana & The Heartbreak Prince___Taylor Swift,0.662,0.747,11.0,-6.926,0.0,0.0736,0.028,0.00615,0.138,0.487,150.088,audio_features,214nt20w5wOxJnY462klLw,spotify:track:214nt20w5wOxJnY462klLw,https://api.spotify.com/v1/tracks/214nt20w5wOxJnY462klLw,https://api.spotify.com/v1/audio-analysis/214nt20w5wOxJnY462klLw,234147.0,4.0,Lover,1NAmidJlEaVgA3MpcPFYGq
SugarCrash!___ElyOtto,0.748,0.734,0.0,-6.499,1.0,0.124,0.524,1.15e-05,0.0975,0.368,97.753,audio_features,2ePtv8MlBO9nuuXABqAfEX,spotify:track:2ePtv8MlBO9nuuXABqAfEX,https://api.spotify.com/v1/tracks/2ePtv8MlBO9nuuXABqAfEX,https://api.spotify.com/v1/audio-analysis/2ePtv8MlBO9nuuXABqAfEX,80081.0,4.0,SugarCrash!,064pDjy5L2sQn0XLJj2wWx
Brand New (feat. King Von)___Calboy,0.84,0.455,5.0,-7.214,0.0,0.302,0.475,0.0,0.0971,0.838,142.055,audio_features,46w9KXJ4UhZ6GHmZEm77bo,spotify:track:46w9KXJ4UhZ6GHmZEm77bo,https://api.spotify.com/v1/tracks/46w9KXJ4UhZ6GHmZEm77bo,https://api.spotify.com/v1/audio-analysis/46w9KXJ4UhZ6GHmZEm77bo,203040.0,4.0,Brand New (feat. King Von),4XG8PbJdMsYYniq4c4iuT8
Pe Pinkelifot___Unni Boksasp,0.625,0.085,4.0,-15.998,1.0,0.592,0.987,0.0,0.238,0.421,92.355,audio_features,6hcA7k4FvkO4RsmKEeDbMA,spotify:track:6hcA7k4FvkO4RsmKEeDbMA,https://api.spotify.com/v1/tracks/6hcA7k4FvkO4RsmKEeDbMA,https://api.spotify.com/v1/audio-analysis/6hcA7k4FvkO4RsmKEeDbMA,40080.0,3.0,Songar Frå Havdal,7EdGMISh2vq8f5hPRfHD5k
After Hours___The Weeknd,0.664,0.572,5.0,-6.099,0.0,0.0305,0.0811,0.00604,0.121,0.143,108.959,audio_features,2p8IUWQDrpjuFltbdgLOag,spotify:track:2p8IUWQDrpjuFltbdgLOag,https://api.spotify.com/v1/tracks/2p8IUWQDrpjuFltbdgLOag,https://api.spotify.com/v1/audio-analysis/2p8IUWQDrpjuFltbdgLOag,361027.0,4.0,After Hours,4yP0hdKOZPNshxUOjY0cZj
Candy___Doja Cat,0.689,0.516,8.0,-5.857,1.0,0.0444,0.513,0.0,0.163,0.209,124.876,audio_features,1VJwtWR6z7SpZRwipI12be,spotify:track:1VJwtWR6z7SpZRwipI12be,https://api.spotify.com/v1/tracks/1VJwtWR6z7SpZRwipI12be,https://api.spotify.com/v1/audio-analysis/1VJwtWR6z7SpZRwipI12be,190920.0,4.0,Amala,54tInqO543zy0Y5F2VsUQI
Natt 2. Systerslått Ii___Anne Hytta,0.258,0.126,9.0,-16.836,0.0,0.0448,0.958,0.96,0.106,0.284,106.265,audio_features,1B9xKKmKTz81OmLsuMhd18,spotify:track:1B9xKKmKTz81OmLsuMhd18,https://api.spotify.com/v1/tracks/1B9xKKmKTz81OmLsuMhd18,https://api.spotify.com/v1/audio-analysis/1B9xKKmKTz81OmLsuMhd18,125107.0,3.0,"Dag, Kveld, Natt",1XgISirYNsEAVHzaPsUexb
Porch___Alan Silvestri,0.127,0.0355,7.0,-28.803,0.0,0.0447,0.912,0.594,0.119,0.0834,65.659,audio_features,4tU1GfEahdy2NKGviJJuM4,spotify:track:4tU1GfEahdy2NKGviJJuM4,https://api.spotify.com/v1/tracks/4tU1GfEahdy2NKGviJJuM4,https://api.spotify.com/v1/audio-analysis/4tU1GfEahdy2NKGviJJuM4,58933.0,3.0,Avengers: Infinity War (Original Motion Picture Soundtrack / Deluxe Edition),6Ltf5m1jvSomNQ0bhfuj5O
Daylight___Taylor Swift,0.557,0.496,0.0,-9.602,1.0,0.0563,0.808,0.000173,0.0772,0.265,149.983,audio_features,1fzAuUVbzlhZ1lJAx9PtY6,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6,https://api.spotify.com/v1/tracks/1fzAuUVbzlhZ1lJAx9PtY6,https://api.spotify.com/v1/audio-analysis/1fzAuUVbzlhZ1lJAx9PtY6,293453.0,4.0,Lover,1NAmidJlEaVgA3MpcPFYGq
Heartless___The Weeknd,0.537,0.746,10.0,-5.507,0.0,0.15,0.0236,1.01e-06,0.156,0.252,170.062,audio_features,6bnF93Rx87YqUBLSgjiMU8,spotify:track:6bnF93Rx87YqUBLSgjiMU8,https://api.spotify.com/v1/tracks/6bnF93Rx87YqUBLSgjiMU8,https://api.spotify.com/v1/audio-analysis/6bnF93Rx87YqUBLSgjiMU8,198267.0,4.0,After Hours,4yP0hdKOZPNshxUOjY0cZj
Introducing: Waveform with Marques Brownlee___Waveform: The MKBHD Podcast,0.414,0.355,1.0,-15.231,0.0,0.0283,0.764,0.365,0.0763,0.225,151.275,audio_features,19elL3a8Hou1WQeohGXRRs,spotify:track:19elL3a8Hou1WQeohGXRRs,https://api.spotify.com/v1/tracks/19elL3a8Hou1WQeohGXRRs,https://api.spotify.com/v1/audio-analysis/19elL3a8Hou1WQeohGXRRs,367693.0,4.0,Kindergarten,6GMUYLaYKEmOqhy2XaemOo
marjorie___Taylor Swift,0.535,0.561,5.0,-11.609,1.0,0.0484,0.876,0.000136,0.115,0.287,96.103,audio_features,12ntTeqEeTg7GAVpe8Mhpl,spotify:track:12ntTeqEeTg7GAVpe8Mhpl,https://api.spotify.com/v1/tracks/12ntTeqEeTg7GAVpe8Mhpl,https://api.spotify.com/v1/audio-analysis/12ntTeqEeTg7GAVpe8Mhpl,257773.0,4.0,evermore,2Xoteh7uEpea4TohMxjtaq
There's Nothing Holdin' Me Back___Shawn Mendes,0.866,0.813,11.0,-4.063,0.0,0.0554,0.38,0.0,0.0779,0.969,121.998,audio_features,7JJmb5XwzOO8jgpou264Ml,spotify:track:7JJmb5XwzOO8jgpou264Ml,https://api.spotify.com/v1/tracks/7JJmb5XwzOO8jgpou264Ml,https://api.spotify.com/v1/audio-analysis/7JJmb5XwzOO8jgpou264Ml,199440.0,4.0,Illuminate (Deluxe),3wBabo4pmzsYjALMSKY7Iq
brutal___Olivia Rodrigo,0.672,0.526,4.0,-6.446,1.0,0.0599,0.0311,1.37e-06,0.28,0.28,123.999,audio_features,6SRsiMl7w1USE4mFqrOhHC,spotify:track:6SRsiMl7w1USE4mFqrOhHC,https://api.spotify.com/v1/tracks/6SRsiMl7w1USE4mFqrOhHC,https://api.spotify.com/v1/audio-analysis/6SRsiMl7w1USE4mFqrOhHC,143747.0,4.0,SOUR,6s84u2TUpR3wdUv4NgKA2j
Stranger Things___The Theme System,0.395,0.607,0.0,-14.035,1.0,0.035,0.718,0.943,0.131,0.21,167.9,audio_features,7z9AOGR6nZlvybNKDj6sDv,spotify:track:7z9AOGR6nZlvybNKDj6sDv,https://api.spotify.com/v1/tracks/7z9AOGR6nZlvybNKDj6sDv,https://api.spotify.com/v1/audio-analysis/7z9AOGR6nZlvybNKDj6sDv,50714.0,4.0,Stranger Things,3n000CK16tSAD6W8CPONeJ
The Very First Night (Taylor's Version) (From The Vault)___Taylor Swift,0.678,0.733,7.0,-5.025,1.0,0.0281,0.00115,0.0,0.104,0.581,121.009,audio_features,6pYNq0ZwpPVazKzsqpf0G8,spotify:track:6pYNq0ZwpPVazKzsqpf0G8,https://api.spotify.com/v1/tracks/6pYNq0ZwpPVazKzsqpf0G8,https://api.spotify.com/v1/audio-analysis/6pYNq0ZwpPVazKzsqpf0G8,200280.0,4.0,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9
Alive___TYRS,0.591,0.335,9.0,-8.331,0.0,0.0339,0.601,0.0,0.0976,0.293,86.448,audio_features,39LmkwLmeETbr80Uy7HIVU,spotify:track:39LmkwLmeETbr80Uy7HIVU,https://api.spotify.com/v1/tracks/39LmkwLmeETbr80Uy7HIVU,https://api.spotify.com/v1/audio-analysis/39LmkwLmeETbr80Uy7HIVU,197224.0,5.0,Alive,3EpDQMIbcSrvkU9g2drqz3
Red (Taylor's Version)___Taylor Swift,0.516,0.777,1.0,-4.908,0.0,0.0375,0.00108,1.62e-06,0.0761,0.408,125.047,audio_features,4OAuvHryIVv4kMDNSLuPt6,spotify:track:4OAuvHryIVv4kMDNSLuPt6,https://api.spotify.com/v1/tracks/4OAuvHryIVv4kMDNSLuPt6,https://api.spotify.com/v1/audio-analysis/4OAuvHryIVv4kMDNSLuPt6,223093.0,4.0,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9
Tum Mile - Lofi Flip___KSW,0.711,0.579,0.0,-11.059,1.0,0.0363,0.218,0.053,0.32,0.21,114.96,audio_features,1CsRoIeHaHRysPMoEaKRoQ,spotify:track:1CsRoIeHaHRysPMoEaKRoQ,https://api.spotify.com/v1/tracks/1CsRoIeHaHRysPMoEaKRoQ,https://api.spotify.com/v1/audio-analysis/1CsRoIeHaHRysPMoEaKRoQ,242103.0,4.0,Tum Mile (Lofi Flip),3HLuAGbNIeDhx1MlR9auER
Moon Knight Trailer Theme (Day n Nite) - Epic Soundtrack___Krutikov Music,0.712,0.549,1.0,-12.932,1.0,0.0342,0.0157,0.828,0.0854,0.0591,114.991,audio_features,3gDiHY5cAPrOqrRrWRM3UO,spotify:track:3gDiHY5cAPrOqrRrWRM3UO,https://api.spotify.com/v1/tracks/3gDiHY5cAPrOqrRrWRM3UO,https://api.spotify.com/v1/audio-analysis/3gDiHY5cAPrOqrRrWRM3UO,135072.0,4.0,Moon Knight Trailer Theme (Day n Nite),3wsk3B2BIWOpJS4qaXjSZv
Me and My Husband___Mitski,0.497,0.638,1.0,-5.31,1.0,0.0274,0.0467,0.0,0.385,0.77,172.01,audio_features,3pANfZVFdtuVnJsE6xa5Ox,spotify:track:3pANfZVFdtuVnJsE6xa5Ox,https://api.spotify.com/v1/tracks/3pANfZVFdtuVnJsE6xa5Ox,https://api.spotify.com/v1/audio-analysis/3pANfZVFdtuVnJsE6xa5Ox,137142.0,4.0,Be the Cowboy,42cH7mrkfljkqkxA2Ip9Xq
Ghungroo___Vishal-Shekhar,0.695,0.727,6.0,-6.274,0.0,0.0323,0.0744,0.000175,0.533,0.864,118.034,audio_features,0WdbnNKO0Jt4BZACSDQh44,spotify:track:0WdbnNKO0Jt4BZACSDQh44,https://api.spotify.com/v1/tracks/0WdbnNKO0Jt4BZACSDQh44,https://api.spotify.com/v1/audio-analysis/0WdbnNKO0Jt4BZACSDQh44,302935.0,4.0,"Ghungroo (From ""War"")",1FU97iwW5a0nV7wq3Mk5DQ
traitor___Olivia Rodrigo,0.38,0.339,3.0,-7.885,1.0,0.0338,0.691,0.0,0.12,0.0849,100.607,audio_features,5CZ40GBx1sQ9agT82CLQCT,spotify:track:5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/tracks/5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/audio-analysis/5CZ40GBx1sQ9agT82CLQCT,229227.0,4.0,SOUR,6s84u2TUpR3wdUv4NgKA2j
Stargirl Interlude___The Weeknd,0.638,0.474,5.0,-12.7,0.0,0.124,0.351,0.191,0.105,0.441,179.771,audio_features,4EDijkJdHBZZ0GwJ12iTAj,spotify:track:4EDijkJdHBZZ0GwJ12iTAj,https://api.spotify.com/v1/tracks/4EDijkJdHBZZ0GwJ12iTAj,https://api.spotify.com/v1/audio-analysis/4EDijkJdHBZZ0GwJ12iTAj,111640.0,4.0,Starboy,2ODvWsOgouMbaA5xf0RkJe
"Hedwig's Theme - From ""Harry Potter And The Philosopher's Stone""___John Williams",0.275,0.0301,4.0,-29.94,0.0,0.0358,0.976,0.165,0.103,0.12,93.388,audio_features,6K5ODg9h9HwUpZ8slf3piD,spotify:track:6K5ODg9h9HwUpZ8slf3piD,https://api.spotify.com/v1/tracks/6K5ODg9h9HwUpZ8slf3piD,https://api.spotify.com/v1/audio-analysis/6K5ODg9h9HwUpZ8slf3piD,88569.0,4.0,"Hedwig's Theme (From ""Harry Potter And The Philosopher's Stone"")",1oRRqWVpbNU3CWD9d1H7CK
