,name,endTime,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
1911,Loki Processing___Natalie Holt,2022-06-27 15:31,Natalie Holt,Loki Processing,8426,2022-06-27 15:31:00,0.387,0.239,1.0,-22.994,1.0,0.0534,0.88,0.815,0.0698,0.0305,114.983,audio_features,1igatutsvR4qTl0aDTJowW,spotify:track:1igatutsvR4qTl0aDTJowW,https://api.spotify.com/v1/tracks/1igatutsvR4qTl0aDTJowW,https://api.spotify.com/v1/audio-analysis/1igatutsvR4qTl0aDTJowW,136229.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
1912,TVA Inner Workings___Natalie Holt,2022-06-27 15:33,Natalie Holt,TVA Inner Workings,108000,2022-06-27 15:33:00,0.163,0.275,7.0,-15.041,1.0,0.038,0.32,0.962,0.0801,0.0389,70.654,audio_features,3feb4GN5whTw05QRLHqr0h,spotify:track:3feb4GN5whTw05QRLHqr0h,https://api.spotify.com/v1/tracks/3feb4GN5whTw05QRLHqr0h,https://api.spotify.com/v1/audio-analysis/3feb4GN5whTw05QRLHqr0h,108000.0,3.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
1913,"Lamentis-1, 2077___Natalie Holt",2022-06-27 15:34,Natalie Holt,"Lamentis-1, 2077",114000,2022-06-27 15:34:00,0.492,0.621,1.0,-13.403,1.0,0.0384,0.289,0.799,0.0855,0.0394,133.042,audio_features,7rzpDMJswLqk4tBwzGo8yq,spotify:track:7rzpDMJswLqk4tBwzGo8yq,https://api.spotify.com/v1/tracks/7rzpDMJswLqk4tBwzGo8yq,https://api.spotify.com/v1/audio-analysis/7rzpDMJswLqk4tBwzGo8yq,114000.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
1914,The Archives___Natalie Holt,2022-06-27 15:37,Natalie Holt,The Archives,128146,2022-06-27 15:37:00,0.316,0.155,8.0,-16.552,1.0,0.0389,0.819,0.873,0.12,0.0355,125.89,audio_features,2ubmG9uzY66aFyv5TofKw6,spotify:track:2ubmG9uzY66aFyv5TofKw6,https://api.spotify.com/v1/tracks/2ubmG9uzY66aFyv5TofKw6,https://api.spotify.com/v1/audio-analysis/2ubmG9uzY66aFyv5TofKw6,128146.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
1915,"Roxxcart, 2050___Natalie Holt",2022-06-27 15:39,Natalie Holt,"Roxxcart, 2050",126000,2022-06-27 15:39:00,0.226,0.277,2.0,-13.359,0.0,0.041,0.429,0.836,0.114,0.0617,171.833,audio_features,24y8QBE97oNwca2VAP5emw,spotify:track:24y8QBE97oNwca2VAP5emw,https://api.spotify.com/v1/tracks/24y8QBE97oNwca2VAP5emw,https://api.spotify.com/v1/audio-analysis/24y8QBE97oNwca2VAP5emw,126000.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
1916,"Oshkosh, 1985___Natalie Holt",2022-06-27 15:41,Natalie Holt,"Oshkosh, 1985",113165,2022-06-27 15:41:00,0.337,0.104,11.0,-16.96,0.0,0.0343,0.802,0.926,0.107,0.0359,124.893,audio_features,167gZmnGIp0ooAhEoPVQts,spotify:track:167gZmnGIp0ooAhEoPVQts,https://api.spotify.com/v1/tracks/167gZmnGIp0ooAhEoPVQts,https://api.spotify.com/v1/audio-analysis/167gZmnGIp0ooAhEoPVQts,113165.0,3.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
1917,"New York, 2012___Natalie Holt",2022-06-27 15:42,Natalie Holt,"New York, 2012",4935,2022-06-27 15:42:00,0.22,0.348,11.0,-17.103,1.0,0.0368,0.788,0.941,0.135,0.0381,59.046,audio_features,4SXNqRILvifNQVbAJsfqw1,spotify:track:4SXNqRILvifNQVbAJsfqw1,https://api.spotify.com/v1/tracks/4SXNqRILvifNQVbAJsfqw1,https://api.spotify.com/v1/audio-analysis/4SXNqRILvifNQVbAJsfqw1,90443.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
1918,"Oshkosh, 1985___Natalie Holt",2022-06-27 15:42,Natalie Holt,"Oshkosh, 1985",743,2022-06-27 15:42:00,0.337,0.104,11.0,-16.96,0.0,0.0343,0.802,0.926,0.107,0.0359,124.893,audio_features,167gZmnGIp0ooAhEoPVQts,spotify:track:167gZmnGIp0ooAhEoPVQts,https://api.spotify.com/v1/tracks/167gZmnGIp0ooAhEoPVQts,https://api.spotify.com/v1/audio-analysis/167gZmnGIp0ooAhEoPVQts,113165.0,3.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
1919,Frigga___Natalie Holt,2022-06-27 15:43,Natalie Holt,Frigga,4398,2022-06-27 15:43:00,0.171,0.282,0.0,-19.963,0.0,0.0382,0.879,0.868,0.0718,0.0297,125.549,audio_features,7fW4pV24m1fphqn6666IpJ,spotify:track:7fW4pV24m1fphqn6666IpJ,https://api.spotify.com/v1/tracks/7fW4pV24m1fphqn6666IpJ,https://api.spotify.com/v1/audio-analysis/7fW4pV24m1fphqn6666IpJ,141387.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
1920,"New York, 2012___Natalie Holt",2022-06-27 15:43,Natalie Holt,"New York, 2012",90442,2022-06-27 15:43:00,0.22,0.348,11.0,-17.103,1.0,0.0368,0.788,0.941,0.135,0.0381,59.046,audio_features,4SXNqRILvifNQVbAJsfqw1,spotify:track:4SXNqRILvifNQVbAJsfqw1,https://api.spotify.com/v1/tracks/4SXNqRILvifNQVbAJsfqw1,https://api.spotify.com/v1/audio-analysis/4SXNqRILvifNQVbAJsfqw1,90443.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
1921,DB Cooper___Natalie Holt,2022-06-27 15:46,Natalie Holt,DB Cooper,32577,2022-06-27 15:46:00,0.66,0.466,7.0,-12.345,0.0,0.0504,0.285,0.975,0.0574,0.576,118.94,audio_features,7hUf0ljlYiQIbH5QTgbrJK,spotify:track:7hUf0ljlYiQIbH5QTgbrJK,https://api.spotify.com/v1/tracks/7hUf0ljlYiQIbH5QTgbrJK,https://api.spotify.com/v1/audio-analysis/7hUf0ljlYiQIbH5QTgbrJK,95125.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
1922,Marvel Studios Fanfare___Geek Music,2022-06-27 15:46,Geek Music,Marvel Studios Fanfare,2948,2022-06-27 15:46:00,0.491,0.326,0.0,-15.147,1.0,0.033,0.571,0.94,0.247,0.236,116.914,audio_features,5h7gTOozHXd9T8zUAdG74s,spotify:track:5h7gTOozHXd9T8zUAdG74s,https://api.spotify.com/v1/tracks/5h7gTOozHXd9T8zUAdG74s,https://api.spotify.com/v1/audio-analysis/5h7gTOozHXd9T8zUAdG74s,83333.0,3.0,Marvel Studios Fanfare,7vqGPLTGiLzywpNRmnlriw
1923,"Something In The Way (From ""The Batman"")___Geek Music",2022-06-27 15:46,Geek Music,"Something In The Way (From ""The Batman"")",1021,2022-06-27 15:46:00,0.41,0.265,0.0,-11.929,1.0,0.0291,0.437,0.659,0.111,0.0398,103.793,audio_features,5PQV6JRuE9wSfPS49Zlrx7,spotify:track:5PQV6JRuE9wSfPS49Zlrx7,https://api.spotify.com/v1/tracks/5PQV6JRuE9wSfPS49Zlrx7,https://api.spotify.com/v1/audio-analysis/5PQV6JRuE9wSfPS49Zlrx7,119963.0,4.0,"Something In The Way (From ""The Batman"")",00ZD2huFkXMfFxGLIy39Wz
1924,"Something In The Way (From ""The Batman"")___Geek Music",2022-06-27 15:49,Geek Music,"Something In The Way (From ""The Batman"")",117680,2022-06-27 15:49:00,0.41,0.265,0.0,-11.929,1.0,0.0291,0.437,0.659,0.111,0.0398,103.793,audio_features,5PQV6JRuE9wSfPS49Zlrx7,spotify:track:5PQV6JRuE9wSfPS49Zlrx7,https://api.spotify.com/v1/tracks/5PQV6JRuE9wSfPS49Zlrx7,https://api.spotify.com/v1/audio-analysis/5PQV6JRuE9wSfPS49Zlrx7,119963.0,4.0,"Something In The Way (From ""The Batman"")",00ZD2huFkXMfFxGLIy39Wz
1925,"Salina, 1858___Natalie Holt",2022-06-27 15:50,Natalie Holt,"Salina, 1858",99840,2022-06-27 15:50:00,0.173,0.295,1.0,-15.805,1.0,0.0442,0.436,0.855,0.0976,0.0393,119.007,audio_features,14OYhOhKkaglvdjBFi3ZdM,spotify:track:14OYhOhKkaglvdjBFi3ZdM,https://api.spotify.com/v1/tracks/14OYhOhKkaglvdjBFi3ZdM,https://api.spotify.com/v1/audio-analysis/14OYhOhKkaglvdjBFi3ZdM,99840.0,3.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
1926,Jet Ski___Natalie Holt,2022-06-27 15:50,Natalie Holt,Jet Ski,2182,2022-06-27 15:50:00,0.545,0.422,2.0,-15.178,0.0,0.0316,0.694,0.894,0.134,0.11,109.162,audio_features,31kJ4uUHXkdArYzNGZvWm7,spotify:track:31kJ4uUHXkdArYzNGZvWm7,https://api.spotify.com/v1/tracks/31kJ4uUHXkdArYzNGZvWm7,https://api.spotify.com/v1/audio-analysis/31kJ4uUHXkdArYzNGZvWm7,131391.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
1927,Miss Minutes___Natalie Holt,2022-06-27 15:50,Natalie Holt,Miss Minutes,11078,2022-06-27 15:50:00,0.216,0.187,3.0,-13.489,1.0,0.0381,0.95,0.932,0.114,0.038,139.617,audio_features,2xdPyL9pL66Xy14sjqa7An,spotify:track:2xdPyL9pL66Xy14sjqa7An,https://api.spotify.com/v1/tracks/2xdPyL9pL66Xy14sjqa7An,https://api.spotify.com/v1/audio-analysis/2xdPyL9pL66Xy14sjqa7An,120443.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
1928,Loki Green Theme___Natalie Holt,2022-06-27 15:53,Natalie Holt,Loki Green Theme,144761,2022-06-27 15:53:00,0.458,0.475,5.0,-12.581,1.0,0.032,0.76,0.836,0.125,0.132,126.055,audio_features,5T7DUEeAj0hkMLTzIlDCRz,spotify:track:5T7DUEeAj0hkMLTzIlDCRz,https://api.spotify.com/v1/tracks/5T7DUEeAj0hkMLTzIlDCRz,https://api.spotify.com/v1/audio-analysis/5T7DUEeAj0hkMLTzIlDCRz,144762.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
1929,Very Full___Tom Hiddleston,2022-06-27 15:54,Tom Hiddleston,Very Full,85930,2022-06-27 15:54:00,0.469,0.567,11.0,-11.668,1.0,0.28,0.826,2.7e-06,0.66,0.548,65.222,audio_features,3mbsIdjARxCAWHf1rW93sd,spotify:track:3mbsIdjARxCAWHf1rW93sd,https://api.spotify.com/v1/tracks/3mbsIdjARxCAWHf1rW93sd,https://api.spotify.com/v1/audio-analysis/3mbsIdjARxCAWHf1rW93sd,85930.0,3.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
1930,TVA First View___Natalie Holt,2022-06-27 15:55,Natalie Holt,TVA First View,66826,2022-06-27 15:55:00,0.0807,0.336,0.0,-13.138,1.0,0.0385,0.7,0.989,0.134,0.0374,83.073,audio_features,6CqfxS51FLktbpyJMxGwFJ,spotify:track:6CqfxS51FLktbpyJMxGwFJ,https://api.spotify.com/v1/tracks/6CqfxS51FLktbpyJMxGwFJ,https://api.spotify.com/v1/audio-analysis/6CqfxS51FLktbpyJMxGwFJ,66827.0,3.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
1931,Catch Up___Natalie Holt,2022-06-27 15:58,Natalie Holt,Catch Up,7964,2022-06-27 15:58:00,0.308,0.478,7.0,-10.344,0.0,0.0323,0.445,0.307,0.257,0.0637,100.452,audio_features,5xwYLXOvJZsLqkKa8d2job,spotify:track:5xwYLXOvJZsLqkKa8d2job,https://api.spotify.com/v1/tracks/5xwYLXOvJZsLqkKa8d2job,https://api.spotify.com/v1/audio-analysis/5xwYLXOvJZsLqkKa8d2job,97912.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
1932,Glorious Purpose___Natalie Holt,2022-06-27 15:58,Natalie Holt,Glorious Purpose,126301,2022-06-27 15:58:00,0.147,0.216,0.0,-17.668,0.0,0.0404,0.858,0.974,0.157,0.038,67.579,audio_features,2lYt2cQkAJRTpQ8BHMBbgz,spotify:track:2lYt2cQkAJRTpQ8BHMBbgz,https://api.spotify.com/v1/tracks/2lYt2cQkAJRTpQ8BHMBbgz,https://api.spotify.com/v1/audio-analysis/2lYt2cQkAJRTpQ8BHMBbgz,154000.0,3.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
1933,deja vu___Olivia Rodrigo,2022-06-27 15:59,Olivia Rodrigo,deja vu,73467,2022-06-27 15:59:00,0.442,0.612,2.0,-7.222,1.0,0.112,0.584,5.7e-06,0.37,0.178,180.917,audio_features,6HU7h9RYOaPRFeh0R3UeAr,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,https://api.spotify.com/v1/tracks/6HU7h9RYOaPRFeh0R3UeAr,https://api.spotify.com/v1/audio-analysis/6HU7h9RYOaPRFeh0R3UeAr,215507.0,4.0,SOUR,6s84u2TUpR3wdUv4NgKA2j
1934,deja vu___Olivia Rodrigo,2022-06-27 16:01,Olivia Rodrigo,deja vu,80132,2022-06-27 16:01:00,0.442,0.612,2.0,-7.222,1.0,0.112,0.584,5.7e-06,0.37,0.178,180.917,audio_features,6HU7h9RYOaPRFeh0R3UeAr,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,https://api.spotify.com/v1/tracks/6HU7h9RYOaPRFeh0R3UeAr,https://api.spotify.com/v1/audio-analysis/6HU7h9RYOaPRFeh0R3UeAr,215507.0,4.0,SOUR,6s84u2TUpR3wdUv4NgKA2j
1935,Lost___Maroon 5,2022-06-27 16:02,Maroon 5,Lost,2623,2022-06-27 16:02:00,0.766,0.706,7.0,-6.553,0.0,0.16,0.223,0.00028,0.064,0.766,142.989,audio_features,18XlJEroUwFo0tLZxscgXE,spotify:track:18XlJEroUwFo0tLZxscgXE,https://api.spotify.com/v1/tracks/18XlJEroUwFo0tLZxscgXE,https://api.spotify.com/v1/audio-analysis/18XlJEroUwFo0tLZxscgXE,172598.0,4.0,JORDI (Deluxe),2dnLi41uRXC7aNqDmcEc0P
1936,Why so Serious?___Hans Zimmer,2022-06-27 16:05,Hans Zimmer,Why so Serious?,5824,2022-06-27 16:05:00,0.32,0.257,2.0,-18.484,1.0,0.0529,0.256,0.903,0.176,0.0282,95.983,audio_features,1wdoaja3ueHHvzobn2jE2n,spotify:track:1wdoaja3ueHHvzobn2jE2n,https://api.spotify.com/v1/tracks/1wdoaja3ueHHvzobn2jE2n,https://api.spotify.com/v1/audio-analysis/1wdoaja3ueHHvzobn2jE2n,554027.0,4.0,The Dark Knight (Original Motion Picture Soundtrack),63uFfOZpC7jrV7wfuBY2lX
1937,deja vu___Olivia Rodrigo,2022-06-27 16:05,Olivia Rodrigo,deja vu,166741,2022-06-27 16:05:00,0.442,0.612,2.0,-7.222,1.0,0.112,0.584,5.7e-06,0.37,0.178,180.917,audio_features,6HU7h9RYOaPRFeh0R3UeAr,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,https://api.spotify.com/v1/tracks/6HU7h9RYOaPRFeh0R3UeAr,https://api.spotify.com/v1/audio-analysis/6HU7h9RYOaPRFeh0R3UeAr,215507.0,4.0,SOUR,6s84u2TUpR3wdUv4NgKA2j
1938,"The Docking Scene (From ""Interstellar"")___Hans Zimmer",2022-06-27 16:09,Hans Zimmer,"The Docking Scene (From ""Interstellar"")",80414,2022-06-27 16:09:00,0.477,0.264,0.0,-15.339,1.0,0.0311,0.319,0.8,0.0495,0.153,119.976,audio_features,0uIEgUWO6a1MrrSY0HkReb,spotify:track:0uIEgUWO6a1MrrSY0HkReb,https://api.spotify.com/v1/tracks/0uIEgUWO6a1MrrSY0HkReb,https://api.spotify.com/v1/audio-analysis/0uIEgUWO6a1MrrSY0HkReb,216587.0,4.0,Hans Zimmer - The Classics,1SCyi9a5pOasikidToUY5y
1939,"The Docking Scene (From ""Interstellar"")___Hans Zimmer",2022-06-28 12:41,Hans Zimmer,"The Docking Scene (From ""Interstellar"")",9775,2022-06-28 12:41:00,0.477,0.264,0.0,-15.339,1.0,0.0311,0.319,0.8,0.0495,0.153,119.976,audio_features,0uIEgUWO6a1MrrSY0HkReb,spotify:track:0uIEgUWO6a1MrrSY0HkReb,https://api.spotify.com/v1/tracks/0uIEgUWO6a1MrrSY0HkReb,https://api.spotify.com/v1/audio-analysis/0uIEgUWO6a1MrrSY0HkReb,216587.0,4.0,Hans Zimmer - The Classics,1SCyi9a5pOasikidToUY5y
1940,Mischievous Scamp___Natalie Holt,2022-06-28 12:41,Natalie Holt,Mischievous Scamp,3065,2022-06-28 12:41:00,0.53,0.495,1.0,-15.356,1.0,0.0346,0.892,0.848,0.109,0.175,146.914,audio_features,3PvZpCkHqsDqAr1jhCMUQJ,spotify:track:3PvZpCkHqsDqAr1jhCMUQJ,https://api.spotify.com/v1/tracks/3PvZpCkHqsDqAr1jhCMUQJ,https://api.spotify.com/v1/audio-analysis/3PvZpCkHqsDqAr1jhCMUQJ,88749.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
1941,Very Full___Tom Hiddleston,2022-06-28 12:42,Tom Hiddleston,Very Full,74605,2022-06-28 12:42:00,0.469,0.567,11.0,-11.668,1.0,0.28,0.826,2.7e-06,0.66,0.548,65.222,audio_features,3mbsIdjARxCAWHf1rW93sd,spotify:track:3mbsIdjARxCAWHf1rW93sd,https://api.spotify.com/v1/tracks/3mbsIdjARxCAWHf1rW93sd,https://api.spotify.com/v1/audio-analysis/3mbsIdjARxCAWHf1rW93sd,85930.0,3.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
1942,Loki Green Theme___Natalie Holt,2022-06-28 12:45,Natalie Holt,Loki Green Theme,144761,2022-06-28 12:45:00,0.458,0.475,5.0,-12.581,1.0,0.032,0.76,0.836,0.125,0.132,126.055,audio_features,5T7DUEeAj0hkMLTzIlDCRz,spotify:track:5T7DUEeAj0hkMLTzIlDCRz,https://api.spotify.com/v1/tracks/5T7DUEeAj0hkMLTzIlDCRz,https://api.spotify.com/v1/audio-analysis/5T7DUEeAj0hkMLTzIlDCRz,144762.0,4.0,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],5Wc11R3nufO8ZAFFhvBGEe
1943,Godzilla (feat. Juice WRLD)___Eminem,2022-06-28 12:48,Eminem,Godzilla (feat. Juice WRLD),210800,2022-06-28 12:48:00,0.808,0.745,10.0,-5.26,0.0,0.342,0.145,0.0,0.292,0.829,165.995,audio_features,7FIWs0pqAYbP91WWM0vlTQ,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,https://api.spotify.com/v1/tracks/7FIWs0pqAYbP91WWM0vlTQ,https://api.spotify.com/v1/audio-analysis/7FIWs0pqAYbP91WWM0vlTQ,210800.0,4.0,Music To Be Murdered By,4otkd9As6YaxxEkIjXPiZ6
1944,Agatha All Along___Kristen Anderson-Lopez,2022-06-28 12:49,Kristen Anderson-Lopez,Agatha All Along,62613,2022-06-28 12:49:00,0.434,0.711,5.0,-3.875,1.0,0.0533,0.494,0.0,0.15,0.819,71.655,audio_features,0kHsXoIt6dONEdkgKgyjoK,spotify:track:0kHsXoIt6dONEdkgKgyjoK,https://api.spotify.com/v1/tracks/0kHsXoIt6dONEdkgKgyjoK,https://api.spotify.com/v1/audio-analysis/0kHsXoIt6dONEdkgKgyjoK,62613.0,4.0,WandaVision: Episode 7 (Original Soundtrack),5ALs5g5Hfd0EaLLzA2Cgza
1945,Let's Keep It Going___Kristen Anderson-Lopez,2022-06-28 12:50,Kristen Anderson-Lopez,Let's Keep It Going,56160,2022-06-28 12:50:00,0.566,0.86,2.0,-4.247,0.0,0.0785,0.0293,0.0,0.158,0.392,99.901,audio_features,276IEtvE1or7kMbjU7yTdA,spotify:track:276IEtvE1or7kMbjU7yTdA,https://api.spotify.com/v1/tracks/276IEtvE1or7kMbjU7yTdA,https://api.spotify.com/v1/audio-analysis/276IEtvE1or7kMbjU7yTdA,56160.0,4.0,WandaVision: Episode 6 (Original Soundtrack),11ZRjWuFFT38ept1Gw5yT1
1946,Run It (feat. Rick Ross & Rich Brian)___DJ Snake,2022-06-28 12:53,DJ Snake,Run It (feat. Rick Ross & Rich Brian),163373,2022-06-28 12:53:00,0.688,0.725,2.0,-7.806,1.0,0.044,0.0195,7.63e-06,0.0726,0.225,104.006,audio_features,5x4vgABKiGp4Vg7ZyFRxhn,spotify:track:5x4vgABKiGp4Vg7ZyFRxhn,https://api.spotify.com/v1/tracks/5x4vgABKiGp4Vg7ZyFRxhn,https://api.spotify.com/v1/audio-analysis/5x4vgABKiGp4Vg7ZyFRxhn,163373.0,4.0,Shang-Chi and The Legend of The Ten Rings: The Album,2kAqjStKcwlDD59H0llhGC
1947,Chop Away at My Heart___Aaron Daniel Jacob,2022-06-28 12:56,Aaron Daniel Jacob,Chop Away at My Heart,149940,2022-06-28 12:56:00,0.756,0.639,1.0,-6.608,1.0,0.0551,0.103,0.0,0.049,0.922,126.967,audio_features,1Gx5LqhfcbmB4RZZc02oH7,spotify:track:1Gx5LqhfcbmB4RZZc02oH7,https://api.spotify.com/v1/tracks/1Gx5LqhfcbmB4RZZc02oH7,https://api.spotify.com/v1/audio-analysis/1Gx5LqhfcbmB4RZZc02oH7,149940.0,4.0,Phineas and Ferb The Movie: Candace Against the Universe (Original Soundtrack),17UaoAh0UsPryIa6Em6zRL
1948,His Dark Materials (From: His Dark Materials)___Geek Music,2022-06-28 12:57,Geek Music,His Dark Materials (From: His Dark Materials),93023,2022-06-28 12:57:00,0.318,0.424,5.0,-9.563,0.0,0.0304,0.346,0.95,0.139,0.487,85.852,audio_features,0d1frA6EfyfgZtV00a8kTs,spotify:track:0d1frA6EfyfgZtV00a8kTs,https://api.spotify.com/v1/tracks/0d1frA6EfyfgZtV00a8kTs,https://api.spotify.com/v1/audio-analysis/0d1frA6EfyfgZtV00a8kTs,93023.0,4.0,His Dark Materials (From: His Dark Materials),3rOIbpd5VJC9QewQ1SsuUf
1949,good 4 u___Olivia Rodrigo,2022-06-28 13:00,Olivia Rodrigo,good 4 u,178146,2022-06-28 13:00:00,0.563,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.688,166.928,audio_features,4ZtFanR9U6ndgddUvNcjcG,spotify:track:4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/tracks/4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/audio-analysis/4ZtFanR9U6ndgddUvNcjcG,178147.0,4.0,SOUR,6s84u2TUpR3wdUv4NgKA2j
1950,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)___DJ Snake",2022-06-28 13:04,DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",212500,2022-06-28 13:04:00,0.842,0.801,8.0,-4.167,0.0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,audio_features,0KoiMHhqKLoL4xM54rcWYY,spotify:track:0KoiMHhqKLoL4xM54rcWYY,https://api.spotify.com/v1/tracks/0KoiMHhqKLoL4xM54rcWYY,https://api.spotify.com/v1/audio-analysis/0KoiMHhqKLoL4xM54rcWYY,212500.0,4.0,Carte Blanche,2MFS6WG6jnPAgvJpV3PehR
1951,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)___Badshah",2022-06-28 13:07,Badshah,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",182738,2022-06-28 13:07:00,0.788,0.87,9.0,-5.217,1.0,0.177,0.123,1.43e-05,0.0692,0.884,109.974,audio_features,6q9XTgfWilsnyiFofvYrIF,spotify:track:6q9XTgfWilsnyiFofvYrIF,https://api.spotify.com/v1/tracks/6q9XTgfWilsnyiFofvYrIF,https://api.spotify.com/v1/audio-analysis/6q9XTgfWilsnyiFofvYrIF,182739.0,4.0,"Garmi (From ""Street Dancer 3D"")",6NYmsKroUtthf1XpzGSCx7
1952,Cradles___Sub Urban,2022-06-28 13:11,Sub Urban,Cradles,209829,2022-06-28 13:11:00,0.537,0.586,6.0,-1.864,1.0,0.314,0.265,7.04e-05,0.175,0.624,79.056,audio_features,47UFoOuvrkt4khE7c5aap6,spotify:track:47UFoOuvrkt4khE7c5aap6,https://api.spotify.com/v1/tracks/47UFoOuvrkt4khE7c5aap6,https://api.spotify.com/v1/audio-analysis/47UFoOuvrkt4khE7c5aap6,209829.0,4.0,Cradles,3sE4VuLsSVWjCnpDUXq7ia
1953,Yaad Piya Ki Aane Lagi___Neha Kakkar,2022-06-28 13:13,Neha Kakkar,Yaad Piya Ki Aane Lagi,136089,2022-06-28 13:13:00,0.858,0.833,5.0,-3.747,0.0,0.0471,0.375,0.0,0.112,0.693,107.977,audio_features,0TkquWzzuxcrwbCWlTrKYF,spotify:track:0TkquWzzuxcrwbCWlTrKYF,https://api.spotify.com/v1/tracks/0TkquWzzuxcrwbCWlTrKYF,https://api.spotify.com/v1/audio-analysis/0TkquWzzuxcrwbCWlTrKYF,256678.0,4.0,Yaad Piya Ki Aane Lagi,4c3IszwqbBtplyBxZc61rS
1954,Doctor Strange Trailer Music - Cover Version___Krutikov Music,2022-06-28 14:42,Krutikov Music,Doctor Strange Trailer Music - Cover Version,121701,2022-06-28 14:42:00,0.452,0.569,6.0,-10.777,1.0,0.038,0.344,0.689,0.268,0.0474,125.012,audio_features,2L0L8ifjZoG7NC0LGNj4oK,spotify:track:2L0L8ifjZoG7NC0LGNj4oK,https://api.spotify.com/v1/tracks/2L0L8ifjZoG7NC0LGNj4oK,https://api.spotify.com/v1/audio-analysis/2L0L8ifjZoG7NC0LGNj4oK,121701.0,4.0,Doctor Strange 2 Trailer Music (In The Multiverse of Madness Soundtrack),2wWf81ScNtzw4nvUDNEibc
1955,Doctor Strange Trailer Music Theme - Cover Version___Krutikov Music,2022-06-28 14:44,Krutikov Music,Doctor Strange Trailer Music Theme - Cover Version,124478,2022-06-28 14:44:00,0.422,0.732,7.0,-12.435,1.0,0.0588,0.163,0.9,0.125,0.104,130.058,audio_features,7I4Ki44arf4sZZPUHqIz30,spotify:track:7I4Ki44arf4sZZPUHqIz30,https://api.spotify.com/v1/tracks/7I4Ki44arf4sZZPUHqIz30,https://api.spotify.com/v1/audio-analysis/7I4Ki44arf4sZZPUHqIz30,124478.0,4.0,Doctor Strange 2 Trailer Music (In The Multiverse of Madness Soundtrack),2wWf81ScNtzw4nvUDNEibc
