,name,endTime,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
0,Marvel Studios Fanfare___Geek Music,2022-01-17 14:03,Geek Music,Marvel Studios Fanfare,11470,2022-01-17 14:03:00,0.491,0.326,0.0,-15.147,1.0,0.033,0.571,0.94,0.247,0.236,116.914,audio_features,5h7gTOozHXd9T8zUAdG74s,spotify:track:5h7gTOozHXd9T8zUAdG74s,https://api.spotify.com/v1/tracks/5h7gTOozHXd9T8zUAdG74s,https://api.spotify.com/v1/audio-analysis/5h7gTOozHXd9T8zUAdG74s,83333.0,3.0,Marvel Studios Fanfare,7vqGPLTGiLzywpNRmnlriw
1,"Main Theme (From ""Loca academia de policía"")___London Music Works",2022-01-17 14:04,London Music Works,"Main Theme (From ""Loca academia de policía"")",14250,2022-01-17 14:04:00,0.232,0.68,10.0,-7.427,1.0,0.0577,0.578,0.252,0.192,0.622,167.866,audio_features,45JoLwDHP9Pa7U2Rkk7Ug4,spotify:track:45JoLwDHP9Pa7U2Rkk7Ug4,https://api.spotify.com/v1/tracks/45JoLwDHP9Pa7U2Rkk7Ug4,https://api.spotify.com/v1/audio-analysis/45JoLwDHP9Pa7U2Rkk7Ug4,104680.0,3.0,Los 100 Mayores Temas de Película Volumen 3,150TCvcIzSBXDlK44V6o9f
2,Marvel Studios Fanfare___London Music Works,2022-01-17 14:04,London Music Works,Marvel Studios Fanfare,36266,2022-01-17 14:04:00,0.376,0.568,7.0,-9.343,1.0,0.0409,0.0809,0.616,0.201,0.325,79.878,audio_features,4iPIQG7k3rFp0V36rIJQ0Y,spotify:track:4iPIQG7k3rFp0V36rIJQ0Y,https://api.spotify.com/v1/tracks/4iPIQG7k3rFp0V36rIJQ0Y,https://api.spotify.com/v1/audio-analysis/4iPIQG7k3rFp0V36rIJQ0Y,36267.0,3.0,Music from the Avengers Movies,1rG0b0jBQnc3Va0zL31jfS
3,Hedwig's Theme___John Williams,2022-01-17 14:10,John Williams,Hedwig's Theme,309093,2022-01-17 14:10:00,0.275,0.0301,4.0,-29.94,0.0,0.0358,0.976,0.165,0.103,0.12,93.388,audio_features,6K5ODg9h9HwUpZ8slf3piD,spotify:track:6K5ODg9h9HwUpZ8slf3piD,https://api.spotify.com/v1/tracks/6K5ODg9h9HwUpZ8slf3piD,https://api.spotify.com/v1/audio-analysis/6K5ODg9h9HwUpZ8slf3piD,88569.0,4.0,"Hedwig's Theme (From ""Harry Potter And The Philosopher's Stone"")",1oRRqWVpbNU3CWD9d1H7CK
4,Theme From Jurassic Park___John Williams,2022-01-17 14:10,John Williams,Theme From Jurassic Park,3560,2022-01-17 14:10:00,0.144,0.132,10.0,-19.115,1.0,0.0333,0.946,0.779,0.115,0.0627,102.283,audio_features,2TZbQZXOuR8osP2AK8yYMN,spotify:track:2TZbQZXOuR8osP2AK8yYMN,https://api.spotify.com/v1/tracks/2TZbQZXOuR8osP2AK8yYMN,https://api.spotify.com/v1/audio-analysis/2TZbQZXOuR8osP2AK8yYMN,207427.0,3.0,Jurassic Park,1yyFmCMeNtuLWsLZAXPStf
5,Act Up___Rich Brian,2022-01-17 14:13,Rich Brian,Act Up,198626,2022-01-17 14:13:00,0.609,0.772,9.0,-4.152,1.0,0.119,0.328,0.0,0.321,0.384,78.052,audio_features,36Ajx3OHw1qOAjS4tJs38V,spotify:track:36Ajx3OHw1qOAjS4tJs38V,https://api.spotify.com/v1/tracks/36Ajx3OHw1qOAjS4tJs38V,https://api.spotify.com/v1/audio-analysis/36Ajx3OHw1qOAjS4tJs38V,198627.0,4.0,Shang-Chi and The Legend of The Ten Rings: The Album,2kAqjStKcwlDD59H0llhGC
6,Evergreen___Olivia Sanabia,2022-01-17 14:17,Olivia Sanabia,Evergreen,227787,2022-01-17 14:17:00,0.619,0.385,6.0,-10.229,1.0,0.0314,0.767,1.88e-05,0.0793,0.308,83.95,audio_features,4DOmrSKXmDSM3Xk2AOMP2x,spotify:track:4DOmrSKXmDSM3Xk2AOMP2x,https://api.spotify.com/v1/tracks/4DOmrSKXmDSM3Xk2AOMP2x,https://api.spotify.com/v1/audio-analysis/4DOmrSKXmDSM3Xk2AOMP2x,185714.0,4.0,19: The Musical,73y2u5Ioq5cSZjfN4kTw0x
7,Rebellious Way___Basixx,2022-01-17 14:18,Basixx,Rebellious Way,77015,2022-01-17 14:18:00,0.685,0.863,9.0,-4.093,0.0,0.0471,0.0234,0.00616,0.0635,0.562,124.994,audio_features,3EYTjjzKjRiZgcCA6TBjgR,spotify:track:3EYTjjzKjRiZgcCA6TBjgR,https://api.spotify.com/v1/tracks/3EYTjjzKjRiZgcCA6TBjgR,https://api.spotify.com/v1/audio-analysis/3EYTjjzKjRiZgcCA6TBjgR,196587.0,4.0,Tell Me,6asoJJw7okL9DswlAjs167
8,Venom - Music From The Motion Picture___Eminem,2022-01-17 14:18,Eminem,Venom - Music From The Motion Picture,8400,2022-01-17 14:18:00,0.75,0.789,0.0,-5.058,1.0,0.0647,0.0148,0.0,0.501,0.467,135.954,audio_features,3kpYJjvM8Ja6btr5hEJLWc,spotify:track:3kpYJjvM8Ja6btr5hEJLWc,https://api.spotify.com/v1/tracks/3kpYJjvM8Ja6btr5hEJLWc,https://api.spotify.com/v1/audio-analysis/3kpYJjvM8Ja6btr5hEJLWc,269573.0,4.0,Venom (Music From The Motion Picture),25zSh5FAL8kUh8z7ivwBH6
9,Melody (feat. Jon Becker) - Thimlife & Lost Diaries Remix___Cadmium,2022-01-17 14:19,Cadmium,Melody (feat. Jon Becker) - Thimlife & Lost Diaries Remix,14020,2022-01-17 14:19:00,0.502,0.479,9.0,-10.901,1.0,0.0524,0.303,1.19e-05,0.0729,0.271,169.772,audio_features,2aFaYe1GSHtTC57KvuDLfB,spotify:track:2aFaYe1GSHtTC57KvuDLfB,https://api.spotify.com/v1/tracks/2aFaYe1GSHtTC57KvuDLfB,https://api.spotify.com/v1/audio-analysis/2aFaYe1GSHtTC57KvuDLfB,189176.0,4.0,Melody (feat. Jon Becker) [Thimlife & Lost Diaries Remix],6qqYRkUYSwjByFk0BGipvp
10,Rollercoaster___Phineas,2022-01-17 14:19,Phineas,Rollercoaster,10320,2022-01-17 14:19:00,0.421,0.79,10.0,-6.227,1.0,0.0538,0.00205,0.000309,0.148,0.279,162.024,audio_features,5L95vS64rG1YMIFm1hLjyZ,spotify:track:5L95vS64rG1YMIFm1hLjyZ,https://api.spotify.com/v1/tracks/5L95vS64rG1YMIFm1hLjyZ,https://api.spotify.com/v1/audio-analysis/5L95vS64rG1YMIFm1hLjyZ,188867.0,4.0,Strange Desire,0cnNCK2xpudXjB8pzsrYy9
11,"Psycho Saiyaan (From ""Saaho"")___Sachet Tandon",2022-01-17 14:19,Sachet Tandon,"Psycho Saiyaan (From ""Saaho"")",1781,2022-01-17 14:19:00,0.785,0.722,10.0,-2.604,0.0,0.158,0.0363,4.24e-06,0.452,0.848,189.857,audio_features,3ZjMdVOWxQ53FKrmkgCv95,spotify:track:3ZjMdVOWxQ53FKrmkgCv95,https://api.spotify.com/v1/tracks/3ZjMdVOWxQ53FKrmkgCv95,https://api.spotify.com/v1/audio-analysis/3ZjMdVOWxQ53FKrmkgCv95,166461.0,4.0,"Psycho Saiyaan (From ""Saaho"")",1sywArD1z0FvcfsN1MK9GE
12,The Train___Olivia Sanabia,2022-01-17 14:24,Olivia Sanabia,The Train,286808,2022-01-17 14:24:00,0.573,0.741,9.0,-7.076,1.0,0.0688,0.71,8.64e-06,0.364,0.672,107.993,audio_features,5cXL2VUFoS6swssv1lpZZO,spotify:track:5cXL2VUFoS6swssv1lpZZO,https://api.spotify.com/v1/tracks/5cXL2VUFoS6swssv1lpZZO,https://api.spotify.com/v1/audio-analysis/5cXL2VUFoS6swssv1lpZZO,199627.0,4.0,The Train,5v9mHG9evQYdfr6lJyczR9
13,Agents of S.H.I.E.LD Main Theme___Geek Music,2022-01-17 14:26,Geek Music,Agents of S.H.I.E.LD Main Theme,93941,2022-01-17 14:26:00,0.398,0.322,5.0,-14.737,0.0,0.0344,0.572,0.93,0.124,0.305,96.984,audio_features,3fTolElkOdrYaWnlc71qJK,spotify:track:3fTolElkOdrYaWnlc71qJK,https://api.spotify.com/v1/tracks/3fTolElkOdrYaWnlc71qJK,https://api.spotify.com/v1/audio-analysis/3fTolElkOdrYaWnlc71qJK,93941.0,4.0,Agents of S.H.I.E.LD Main Theme,5o6SN2mbbA8c2xsLjT6Zhq
14,The Master of the Mystic End Credits___Michael Giacchino,2022-01-17 14:27,Michael Giacchino,The Master of the Mystic End Credits,7483,2022-01-17 14:27:00,0.345,0.599,10.0,-10.619,1.0,0.0361,0.03,0.136,0.0647,0.353,124.641,audio_features,2hbsiYZprSRLeZeX87Y89I,spotify:track:2hbsiYZprSRLeZeX87Y89I,https://api.spotify.com/v1/tracks/2hbsiYZprSRLeZeX87Y89I,https://api.spotify.com/v1/audio-analysis/2hbsiYZprSRLeZeX87Y89I,230760.0,4.0,Doctor Strange (Original Motion Picture Soundtrack),6wLxqu3cGnJoJZyiA3Pe10
15,Ode to Odd___20syl,2022-01-17 14:27,20syl,Ode to Odd,60446,2022-01-17 14:27:00,0.599,0.399,5.0,-11.782,0.0,0.0769,0.282,0.886,0.102,0.13,99.788,audio_features,5boanH5wwSZfW4OiXTh0Pz,spotify:track:5boanH5wwSZfW4OiXTh0Pz,https://api.spotify.com/v1/tracks/5boanH5wwSZfW4OiXTh0Pz,https://api.spotify.com/v1/audio-analysis/5boanH5wwSZfW4OiXTh0Pz,60447.0,4.0,36 (Beats & Types),7m90TeUDlLVOaJh4QumfEM
16,"It's Been A Long, Long Time___Harry James",2022-01-17 14:27,Harry James,"It's Been A Long, Long Time",2640,2022-01-17 14:27:00,0.277,0.216,0.0,-9.66,1.0,0.03,0.945,0.00116,0.325,0.362,75.258,audio_features,4rfh0qEv1HdKRXWiRXfzWF,spotify:track:4rfh0qEv1HdKRXWiRXfzWF,https://api.spotify.com/v1/tracks/4rfh0qEv1HdKRXWiRXfzWF,https://api.spotify.com/v1/audio-analysis/4rfh0qEv1HdKRXWiRXfzWF,205773.0,4.0,Texas Chatter,6tBVZNKIPLGcp09IQK7oyz
17,Stranger Things___The Theme System,2022-01-17 14:28,The Theme System,Stranger Things,50714,2022-01-17 14:28:00,0.395,0.607,0.0,-14.035,1.0,0.035,0.718,0.943,0.131,0.21,167.9,audio_features,7z9AOGR6nZlvybNKDj6sDv,spotify:track:7z9AOGR6nZlvybNKDj6sDv,https://api.spotify.com/v1/tracks/7z9AOGR6nZlvybNKDj6sDv,https://api.spotify.com/v1/audio-analysis/7z9AOGR6nZlvybNKDj6sDv,50714.0,4.0,Stranger Things,3n000CK16tSAD6W8CPONeJ
18,Ye Mat Kaho Khuda Se Brahmakumaris___BK Asmita,2022-01-17 14:28,BK Asmita,Ye Mat Kaho Khuda Se Brahmakumaris,5425,2022-01-17 14:28:00,0.567,0.449,1.0,-5.737,1.0,0.0395,0.808,0.0,0.0827,0.37,72.817,audio_features,2cm5ipngyY4Gc1A6KWsiQH,spotify:track:2cm5ipngyY4Gc1A6KWsiQH,https://api.spotify.com/v1/tracks/2cm5ipngyY4Gc1A6KWsiQH,https://api.spotify.com/v1/audio-analysis/2cm5ipngyY4Gc1A6KWsiQH,260911.0,4.0,Ye Mat Kaho Khuda Se Brahmakumaris,09pahYP1GusCSNbHY4qrys
19,Candace Against the Universe___Danny Jacob,2022-01-17 14:31,Danny Jacob,Candace Against the Universe,7413,2022-01-17 14:31:00,0.458,0.897,7.0,-5.143,1.0,0.0488,0.00511,0.345,0.0758,0.356,85.989,audio_features,7vveYuA4kNnaxIBVSmI1fG,spotify:track:7vveYuA4kNnaxIBVSmI1fG,https://api.spotify.com/v1/tracks/7vveYuA4kNnaxIBVSmI1fG,https://api.spotify.com/v1/audio-analysis/7vveYuA4kNnaxIBVSmI1fG,93698.0,4.0,Phineas and Ferb The Movie: Candace Against the Universe (Original Soundtrack),17UaoAh0UsPryIa6Em6zRL
20,Faded___Alan Walker,2022-01-17 14:31,Alan Walker,Faded,212626,2022-01-17 14:31:00,0.589,0.651,6.0,-5.097,1.0,0.0306,0.0291,3.2e-06,0.111,0.166,90.011,audio_features,7gHs73wELdeycvS48JfIos,spotify:track:7gHs73wELdeycvS48JfIos,https://api.spotify.com/v1/tracks/7gHs73wELdeycvS48JfIos,https://api.spotify.com/v1/audio-analysis/7gHs73wELdeycvS48JfIos,212627.0,4.0,Faded,5HMjpBO0v78ayq5lreAyDd
21,Scam 1992 Theme Music___Achint,2022-01-17 14:33,Achint,Scam 1992 Theme Music,86206,2022-01-17 14:33:00,0.516,0.486,4.0,-11.45,0.0,0.0249,0.00411,0.277,0.34,0.454,87.045,audio_features,3A04b0nJb2nAzGUw2rqDsI,spotify:track:3A04b0nJb2nAzGUw2rqDsI,https://api.spotify.com/v1/tracks/3A04b0nJb2nAzGUw2rqDsI,https://api.spotify.com/v1/audio-analysis/3A04b0nJb2nAzGUw2rqDsI,86207.0,4.0,Scam 1992 Theme Music,2EMFH1MjFhmssiQz6lVXRh
22,Alone___Alan Walker,2022-01-17 14:35,Alan Walker,Alone,161200,2022-01-17 14:35:00,0.67,0.668,3.0,-4.306,0.0,0.0422,0.536,0.0,0.133,0.608,88.033,audio_features,0bMbDctzMmTyK2j74j3nF3,spotify:track:0bMbDctzMmTyK2j74j3nF3,https://api.spotify.com/v1/tracks/0bMbDctzMmTyK2j74j3nF3,https://api.spotify.com/v1/audio-analysis/0bMbDctzMmTyK2j74j3nF3,179053.0,4.0,"Alone, Pt. II",700MviIgFKNTldTXmOAFOr
23,Control___Unknown Brain,2022-01-17 14:37,Unknown Brain,Control,1750,2022-01-17 14:37:00,0.544,0.771,5.0,-4.097,0.0,0.0644,0.00339,2.12e-05,0.173,0.301,99.743,audio_features,46MUbxLye12SKBN7xHg3CF,spotify:track:46MUbxLye12SKBN7xHg3CF,https://api.spotify.com/v1/tracks/46MUbxLye12SKBN7xHg3CF,https://api.spotify.com/v1/audio-analysis/46MUbxLye12SKBN7xHg3CF,166800.0,4.0,Control,3WEPzTQTjVJSCVv0lKEKq0
24,Gitchee Gitchee Goo___Phineas and the Ferbtones,2022-01-17 14:37,Phineas and the Ferbtones,Gitchee Gitchee Goo,330,2022-01-17 14:37:00,0.707,0.874,7.0,-8.166,1.0,0.0794,0.181,0.0,0.0588,0.894,163.017,audio_features,3rQxqSlpusi6U3sNnYtEp1,spotify:track:3rQxqSlpusi6U3sNnYtEp1,https://api.spotify.com/v1/tracks/3rQxqSlpusi6U3sNnYtEp1,https://api.spotify.com/v1/audio-analysis/3rQxqSlpusi6U3sNnYtEp1,117947.0,4.0,Disney Classics,6zisUsluEUqL929AhNOXs0
25,Drag Me Down___One Direction,2022-01-17 14:37,One Direction,Drag Me Down,440,2022-01-17 14:37:00,0.73,0.703,0.0,-5.672,0.0,0.0369,0.109,0.0,0.0657,0.595,138.113,audio_features,2K87XMYnUMqLcX3zvtAF4G,spotify:track:2K87XMYnUMqLcX3zvtAF4G,https://api.spotify.com/v1/tracks/2K87XMYnUMqLcX3zvtAF4G,https://api.spotify.com/v1/audio-analysis/2K87XMYnUMqLcX3zvtAF4G,192120.0,4.0,Made In The A.M. (Deluxe Edition),1gMxiQQSg5zeu4htBosASY
26,Childhood Memories___Sarkis Epstein,2022-01-17 14:37,Sarkis Epstein,Childhood Memories,0,2022-01-17 14:37:00,0.679,0.201,2.0,-10.502,1.0,0.0427,0.895,0.925,0.109,0.36,80.011,audio_features,3tkuPBRJSDZ79qHWQ4gdlg,spotify:track:3tkuPBRJSDZ79qHWQ4gdlg,https://api.spotify.com/v1/tracks/3tkuPBRJSDZ79qHWQ4gdlg,https://api.spotify.com/v1/audio-analysis/3tkuPBRJSDZ79qHWQ4gdlg,97322.0,4.0,Afloat Again,5gaCTvnjcK8yVFhZHnG7N2
27,The Spectre___Alan Walker,2022-01-17 14:37,Alan Walker,The Spectre,58009,2022-01-17 14:37:00,0.654,0.711,1.0,-7.437,0.0,0.0383,0.0214,0.00191,0.0903,0.198,127.957,audio_features,2DGa7iaidT5s0qnINlwMjJ,spotify:track:2DGa7iaidT5s0qnINlwMjJ,https://api.spotify.com/v1/tracks/2DGa7iaidT5s0qnINlwMjJ,https://api.spotify.com/v1/audio-analysis/2DGa7iaidT5s0qnINlwMjJ,193788.0,4.0,The Spectre,1IKRstg3XuCuLWeCg3oaAW
28,"Run To Me - From The ""Home"" Soundtrack___Clarence Coffee Jr.",2022-01-17 14:38,Clarence Coffee Jr.,"Run To Me - From The ""Home"" Soundtrack",0,2022-01-17 14:38:00,0.6,0.615,3.0,-6.19,1.0,0.0807,0.0681,0.0,0.0814,0.448,122.048,audio_features,6JW9VY9Tjo6kDkbQGQDFLu,spotify:track:6JW9VY9Tjo6kDkbQGQDFLu,https://api.spotify.com/v1/tracks/6JW9VY9Tjo6kDkbQGQDFLu,https://api.spotify.com/v1/audio-analysis/6JW9VY9Tjo6kDkbQGQDFLu,254307.0,4.0,Home (Original Motion Picture Soundtrack),4jzv8VHqVBSt6wHCNHpWZv
29,Godzilla (feat. Juice WRLD)___Eminem,2022-01-17 14:38,Eminem,Godzilla (feat. Juice WRLD),58607,2022-01-17 14:38:00,0.808,0.745,10.0,-5.26,0.0,0.342,0.145,0.0,0.292,0.829,165.995,audio_features,7FIWs0pqAYbP91WWM0vlTQ,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,https://api.spotify.com/v1/tracks/7FIWs0pqAYbP91WWM0vlTQ,https://api.spotify.com/v1/audio-analysis/7FIWs0pqAYbP91WWM0vlTQ,210800.0,4.0,Music To Be Murdered By,4otkd9As6YaxxEkIjXPiZ6
30,Ghungroo___Vishal-Shekhar,2022-01-17 14:38,Vishal-Shekhar,Ghungroo,0,2022-01-17 14:38:00,0.695,0.727,6.0,-6.274,0.0,0.0323,0.0744,0.000175,0.533,0.864,118.034,audio_features,0WdbnNKO0Jt4BZACSDQh44,spotify:track:0WdbnNKO0Jt4BZACSDQh44,https://api.spotify.com/v1/tracks/0WdbnNKO0Jt4BZACSDQh44,https://api.spotify.com/v1/audio-analysis/0WdbnNKO0Jt4BZACSDQh44,302935.0,4.0,"Ghungroo (From ""War"")",1FU97iwW5a0nV7wq3Mk5DQ
31,Mera Wala Dance___Nakash Aziz,2022-01-17 14:38,Nakash Aziz,Mera Wala Dance,0,2022-01-17 14:38:00,0.676,0.948,8.0,-2.628,1.0,0.0803,0.0553,0.000218,0.0325,0.632,108.731,audio_features,55wV0bZrwCnJTxgrv6VpVd,spotify:track:55wV0bZrwCnJTxgrv6VpVd,https://api.spotify.com/v1/tracks/55wV0bZrwCnJTxgrv6VpVd,https://api.spotify.com/v1/audio-analysis/55wV0bZrwCnJTxgrv6VpVd,199584.0,3.0,Simmba,3dynRTuVOrAr5O7srr2txN
32,Lamberghini___The Doorbeen,2022-01-17 14:38,The Doorbeen,Lamberghini,1040,2022-01-17 14:38:00,0.957,0.579,11.0,-7.257,1.0,0.0512,0.5,0.0,0.0737,0.856,103.981,audio_features,0N8eNF7HSu4wlZFcmjLUxt,spotify:track:0N8eNF7HSu4wlZFcmjLUxt,https://api.spotify.com/v1/tracks/0N8eNF7HSu4wlZFcmjLUxt,https://api.spotify.com/v1/audio-analysis/0N8eNF7HSu4wlZFcmjLUxt,216905.0,4.0,Lamberghini,3KxKhd9pUigdnwWupNXGX2
33,We're Back___Phineas,2022-01-17 14:38,Phineas,We're Back,0,2022-01-17 14:38:00,0.649,0.934,5.0,-2.647,1.0,0.0764,0.132,0.0,0.271,0.932,160.028,audio_features,4KX2n78tTmnOs5igSQ49qU,spotify:track:4KX2n78tTmnOs5igSQ49qU,https://api.spotify.com/v1/tracks/4KX2n78tTmnOs5igSQ49qU,https://api.spotify.com/v1/audio-analysis/4KX2n78tTmnOs5igSQ49qU,113854.0,4.0,Phineas and Ferb The Movie: Candace Against the Universe (Original Soundtrack),17UaoAh0UsPryIa6Em6zRL
34,Closer___The Chainsmokers,2022-01-17 14:38,The Chainsmokers,Closer,920,2022-01-17 14:38:00,0.748,0.524,8.0,-5.599,1.0,0.0338,0.414,0.0,0.111,0.661,95.01,audio_features,7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,244960.0,4.0,Closer,0rSLgV8p5FzfnqlEk4GzxE
35,Red (Taylor's Version)___Taylor Swift,2022-01-17 14:38,Taylor Swift,Red (Taylor's Version),1670,2022-01-17 14:38:00,0.516,0.777,1.0,-4.908,0.0,0.0375,0.00108,1.62e-06,0.0761,0.408,125.047,audio_features,4OAuvHryIVv4kMDNSLuPt6,spotify:track:4OAuvHryIVv4kMDNSLuPt6,https://api.spotify.com/v1/tracks/4OAuvHryIVv4kMDNSLuPt6,https://api.spotify.com/v1/audio-analysis/4OAuvHryIVv4kMDNSLuPt6,223093.0,4.0,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9
36,Let Me Love You___DJ Snake,2022-01-17 14:38,DJ Snake,Let Me Love You,0,2022-01-17 14:38:00,0.649,0.716,8.0,-5.371,1.0,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,audio_features,0lYBSQXN6rCTvUZvg9S0lU,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,https://api.spotify.com/v1/tracks/0lYBSQXN6rCTvUZvg9S0lU,https://api.spotify.com/v1/audio-analysis/0lYBSQXN6rCTvUZvg9S0lU,205947.0,4.0,Encore,02sEJTj1sye1JaqxqpcSCp
37,Shape of You___Ed Sheeran,2022-01-17 14:38,Ed Sheeran,Shape of You,0,2022-01-17 14:38:00,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,audio_features,7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,233713.0,4.0,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu
38,Summer (Where Do We Begin?)___Phineas,2022-01-17 14:38,Phineas,Summer (Where Do We Begin?),0,2022-01-17 14:38:00,0.595,0.731,0.0,-5.444,1.0,0.0512,0.0291,0.0,0.157,0.581,152.999,audio_features,0Z5kBCjWMSJbvw0mrDe9Fn,spotify:track:0Z5kBCjWMSJbvw0mrDe9Fn,https://api.spotify.com/v1/tracks/0Z5kBCjWMSJbvw0mrDe9Fn,https://api.spotify.com/v1/audio-analysis/0Z5kBCjWMSJbvw0mrDe9Fn,162907.0,4.0,Phineas and Ferb: Across the 1st and 2nd Dimensions,7jiDj8Jdry8EtfY4VTqLb7
39,I Love You___Climax Blues Band,2022-01-17 14:38,Climax Blues Band,I Love You,100,2022-01-17 14:38:00,0.654,0.671,11.0,-6.026,1.0,0.0807,0.359,7.49e-06,0.0656,0.76,90.063,audio_features,5bHDGWyIFML1LYXZWTD5MF,spotify:track:5bHDGWyIFML1LYXZWTD5MF,https://api.spotify.com/v1/tracks/5bHDGWyIFML1LYXZWTD5MF,https://api.spotify.com/v1/audio-analysis/5bHDGWyIFML1LYXZWTD5MF,256813.0,4.0,Bodyguard,3Coy8qgtYG47SX9hLJBa0l
40,Ghamand Kar___Sachet Tandon,2022-01-17 14:38,Sachet Tandon,Ghamand Kar,1912,2022-01-17 14:38:00,0.468,0.834,6.0,-4.353,1.0,0.0583,0.0392,1.04e-05,0.131,0.236,169.982,audio_features,3HRLPt41jlHSamcpXxmRnJ,spotify:track:3HRLPt41jlHSamcpXxmRnJ,https://api.spotify.com/v1/tracks/3HRLPt41jlHSamcpXxmRnJ,https://api.spotify.com/v1/audio-analysis/3HRLPt41jlHSamcpXxmRnJ,282823.0,4.0,Tanhaji - The Unsung Warrior,691IHRPkhwvV6GO2jnVKSF
41,Summer Belongs to You___Candace,2022-01-17 14:42,Candace,Summer Belongs to You,1670,2022-01-17 14:42:00,0.547,0.815,2.0,-2.824,1.0,0.0532,0.141,0.0,0.313,0.911,170.018,audio_features,37wuSLIK22IxGKffovC6jd,spotify:track:37wuSLIK22IxGKffovC6jd,https://api.spotify.com/v1/tracks/37wuSLIK22IxGKffovC6jd,https://api.spotify.com/v1/audio-analysis/37wuSLIK22IxGKffovC6jd,225693.0,4.0,Phineas and Ferb Summer Belongs to You,77jAlhvBI46I7MiMmfsEbF
42,Stars Crossed___Olivia Sanabia,2022-01-17 14:42,Olivia Sanabia,Stars Crossed,221500,2022-01-17 14:42:00,0.629,0.591,6.0,-8.702,1.0,0.0443,0.443,2.43e-06,0.0717,0.547,153.965,audio_features,2sqAm0feHglxC4y4Cmr42e,spotify:track:2sqAm0feHglxC4y4Cmr42e,https://api.spotify.com/v1/tracks/2sqAm0feHglxC4y4Cmr42e,https://api.spotify.com/v1/audio-analysis/2sqAm0feHglxC4y4Cmr42e,221500.0,4.0,Stars Crossed,3orvYVz39zr8Nzvi8RgTAC
43,Astronomia___Vicetone,2022-01-17 14:42,Vicetone,Astronomia,7050,2022-01-17 14:42:00,0.653,0.945,5.0,-2.634,1.0,0.096,0.00561,0.915,0.439,0.326,126.093,audio_features,3hWfKBt3n7j1xqIy6LA5ve,spotify:track:3hWfKBt3n7j1xqIy6LA5ve,https://api.spotify.com/v1/tracks/3hWfKBt3n7j1xqIy6LA5ve,https://api.spotify.com/v1/audio-analysis/3hWfKBt3n7j1xqIy6LA5ve,198095.0,4.0,Astronomia,2GgIFRPmPzyqajQKFABMFL
44,Twist Kamariya___Harshdeep Kaur,2022-01-17 14:46,Harshdeep Kaur,Twist Kamariya,3030,2022-01-17 14:46:00,0.734,0.899,4.0,-4.018,0.0,0.0922,0.0559,0.0,0.0586,0.929,75.02,audio_features,53jOWL6hluhvYrqBIL7j3Y,spotify:track:53jOWL6hluhvYrqBIL7j3Y,https://api.spotify.com/v1/tracks/53jOWL6hluhvYrqBIL7j3Y,https://api.spotify.com/v1/audio-analysis/53jOWL6hluhvYrqBIL7j3Y,148713.0,4.0,Bareilly Ki Barfi,1P8eifMN4WiKEXtptCBwJQ
45,We're Back___Phineas,2022-01-17 14:46,Phineas,We're Back,0,2022-01-17 14:46:00,0.649,0.934,5.0,-2.647,1.0,0.0764,0.132,0.0,0.271,0.932,160.028,audio_features,4KX2n78tTmnOs5igSQ49qU,spotify:track:4KX2n78tTmnOs5igSQ49qU,https://api.spotify.com/v1/tracks/4KX2n78tTmnOs5igSQ49qU,https://api.spotify.com/v1/audio-analysis/4KX2n78tTmnOs5igSQ49qU,113854.0,4.0,Phineas and Ferb The Movie: Candace Against the Universe (Original Soundtrack),17UaoAh0UsPryIa6Em6zRL
46,Venom - Music From The Motion Picture___Eminem,2022-01-17 14:46,Eminem,Venom - Music From The Motion Picture,1360,2022-01-17 14:46:00,0.75,0.789,0.0,-5.058,1.0,0.0647,0.0148,0.0,0.501,0.467,135.954,audio_features,3kpYJjvM8Ja6btr5hEJLWc,spotify:track:3kpYJjvM8Ja6btr5hEJLWc,https://api.spotify.com/v1/tracks/3kpYJjvM8Ja6btr5hEJLWc,https://api.spotify.com/v1/audio-analysis/3kpYJjvM8Ja6btr5hEJLWc,269573.0,4.0,Venom (Music From The Motion Picture),25zSh5FAL8kUh8z7ivwBH6
